Nama,NIM,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40
Nama_3409,NIM_2487418,2,3,2,1,1,3,1,5,2,4,4,4,2,4,5,4,1,3,1,2,3,2,2,2,2,2,3,1,3,3,2,3,3,4,2,2,2,4,3,5
Nama_2221,NIM_4529542,2,3,1,2,3,1,2,3,3,3,3,5,3,4,5,4,4,3,2,1,2,1,4,2,5,3,2,1,1,2,2,5,3,3,1,1,1,5,2,3
Nama_5079,NIM_1938826,1,4,2,1,3,3,1,5,1,5,3,5,1,3,5,5,1,4,3,1,1,2,3,2,4,3,2,1,3,4,1,4,3,3,3,2,2,5,4,3
Nama_1333,NIM_1766035,1,3,3,2,1,2,1,3,2,4,4,4,4,3,4,2,2,1,3,2,2,2,4,3,3,2,3,1,3,4,3,3,2,2,1,1,1,3,4,2
Nama_8926,NIM_8112697,3,4,1,2,3,2,2,3,3,1,3,4,4,3,4,4,3,3,4,2,3,5,2,3,4,1,1,1,4,5,3,5,3,4,2,2,3,4,4,4
Nama_6476,NIM_7563669,3,3,1,2,2,3,1,4,3,2,3,3,2,3,5,4,2,2,1,1,3,2,3,3,4,3,3,1,1,4,2,5,4,2,1,3,2,4,3,4
Nama_5608,NIM_7107713,1,5,2,2,1,3,2,4,2,3,2,3,4,1,5,4,3,2,3,2,3,4,3,3,3,3,4,3,3,2,1,5,3,4,1,4,2,5,2,5
Nama_1230,NIM_3207933,2,4,1,2,1,3,1,2,2,5,4,5,4,2,5,4,3,3,3,1,2,3,4,1,4,2,2,2,1,1,1,5,3,1,2,3,1,5,4,4
Nama_1579,NIM_6373687,2,5,3,1,1,2,3,4,2,4,2,5,4,3,5,5,2,5,1,1,2,2,3,3,5,2,2,2,2,4,4,3,3,1,2,3,2,5,4,2
Nama_6958,NIM_7552307,1,5,2,2,1,4,1,2,3,4,3,3,1,2,5,5,3,3,1,1,2,5,4,2,3,2,3,3,2,2,1,4,2,1,5,4,1,4,4,3
Nama_2505,NIM_6691840,2,5,2,2,2,2,1,2,2,3,1,3,2,3,4,4,2,5,3,1,5,3,4,3,3,1,3,2,2,4,2,4,3,1,3,4,2,4,5,3
Nama_5916,NIM_2620056,4,5,2,2,2,3,2,5,4,5,3,4,2,2,3,3,2,4,2,2,1,2,3,3,4,3,3,2,4,3,2,5,2,3,4,3,1,5,4,1
Nama_3013,NIM_4192081,2,5,2,2,4,3,1,3,2,2,1,5,2,4,4,4,4,4,2,3,2,4,5,3,3,2,4,3,2,4,2,5,3,3,2,3,1,5,5,4
Nama_8747,NIM_5338791,1,4,2,3,1,2,4,3,3,4,2,5,3,4,3,4,3,2,2,2,3,3,3,2,5,3,3,1,2,3,1,4,2,2,1,3,2,5,4,3
Nama_5156,NIM_6585213,1,5,1,2,1,3,2,3,4,5,2,3,2,3,5,5,3,4,3,2,3,2,3,2,4,4,3,1,1,5,1,5,3,4,1,1,1,5,2,2
Nama_9772,NIM_6100310,1,5,4,3,1,1,2,4,3,4,3,5,1,3,5,4,1,2,2,2,3,4,5,3,3,5,3,2,2,3,1,5,3,3,1,2,3,5,3,2
Nama_1242,NIM_2138219,3,3,2,3,1,3,3,2,3,2,3,3,4,2,3,3,2,5,4,1,3,4,3,2,3,2,3,2,3,5,2,3,3,3,2,3,1,4,3,3
Nama_3016,NIM_6717825,3,5,2,3,2,2,2,1,3,3,4,5,3,1,4,4,4,4,3,2,4,5,4,3,4,3,1,1,3,3,1,5,1,2,1,4,1,5,3,1
Nama_4147,NIM_1027699,2,5,2,2,1,3,1,4,2,3,2,5,4,2,5,4,4,2,3,2,3,3,3,3,4,1,1,2,3,5,4,5,2,2,1,3,1,4,4,4
Nama_6639,NIM_1980151,2,5,2,4,1,3,4,5,2,2,3,4,4,1,4,3,2,2,2,2,2,4,5,4,4,1,2,2,2,3,3,3,2,2,1,4,1,4,5,3
Nama_5691,NIM_3061130,1,4,1,2,2,4,1,3,4,4,5,5,3,2,1,4,1,2,3,1,3,2,3,4,2,2,3,2,3,4,1,3,1,4,1,3,1,5,4,1
Nama_8598,NIM_3985677,1,4,1,3,1,3,1,5,3,3,3,4,4,4,5,3,2,4,4,1,3,4,4,2,4,5,3,2,3,4,1,5,3,3,3,3,1,3,3,3
Nama_2391,NIM_2554845,2,5,1,2,1,3,2,2,1,3,2,4,2,2,3,3,3,4,2,2,4,3,5,3,4,2,1,1,1,4,1,4,4,1,3,2,1,5,2,1
Nama_6828,NIM_2603658,1,4,1,2,2,3,1,5,1,2,3,4,3,1,5,5,3,3,2,1,3,3,3,3,5,3,4,1,2,4,2,5,1,5,4,3,1,4,4,2
Nama_8020,NIM_7816659,2,5,2,1,1,2,1,4,2,2,3,2,2,4,5,4,2,4,5,2,3,5,4,2,2,3,2,2,1,3,2,2,5,1,2,2,1,4,5,2
Nama_4156,NIM_6669481,2,3,1,3,1,2,1,4,3,4,4,3,2,2,5,5,3,4,2,2,3,3,4,2,4,2,3,2,2,4,2,4,2,3,4,2,1,5,5,2
Nama_4994,NIM_9917629,1,4,2,1,1,3,1,5,3,4,2,4,2,3,5,2,2,5,1,1,4,4,5,3,5,1,3,3,4,3,3,4,2,3,3,3,2,5,5,3
Nama_6013,NIM_5834029,1,5,1,2,3,4,2,3,1,4,2,5,1,1,4,4,2,3,3,3,3,4,3,2,3,3,4,3,3,4,2,4,4,4,2,2,1,3,3,1
Nama_8793,NIM_8670922,1,5,1,3,1,2,1,5,4,3,4,5,2,2,4,3,3,3,2,3,3,3,1,3,2,3,3,3,2,5,2,5,1,1,4,4,1,5,3,4
Nama_2751,NIM_5683540,2,4,1,3,3,3,1,4,3,2,3,5,3,2,5,3,3,4,3,2,3,2,3,3,2,5,2,1,2,3,3,5,4,2,3,2,2,3,4,2
Nama_6199,NIM_4940704,1,2,1,4,1,2,1,5,3,3,2,5,3,3,5,4,2,5,4,3,5,4,5,2,4,2,2,3,1,3,1,5,1,1,3,1,3,4,3,5
Nama_1604,NIM_9581402,3,4,2,3,3,2,1,3,4,4,4,5,3,2,4,4,3,5,1,1,3,2,4,3,3,5,3,2,3,5,2,5,2,4,4,4,3,5,3,2
Nama_4737,NIM_1065804,1,4,3,2,1,3,1,3,2,3,2,4,1,3,5,3,2,5,3,2,4,2,1,3,4,1,1,2,1,3,2,5,2,3,1,3,1,3,5,4
Nama_4772,NIM_4235065,1,5,1,3,2,2,2,4,2,3,3,5,1,3,3,2,3,3,3,3,2,3,2,3,4,3,3,3,2,3,1,4,3,2,3,2,2,4,4,3
Nama_3075,NIM_7219708,1,4,2,3,3,1,1,3,2,2,4,4,1,1,4,2,3,5,2,2,4,1,3,2,3,3,2,2,3,3,3,5,1,3,3,1,2,5,3,2
Nama_5626,NIM_7617886,2,5,1,3,2,3,1,5,3,2,2,5,4,2,5,3,1,4,2,1,4,4,5,2,3,1,1,2,3,3,1,5,3,4,3,3,2,2,5,2
Nama_8163,NIM_1387262,3,5,1,2,3,2,1,4,3,2,2,5,3,2,4,3,3,4,3,1,3,2,5,4,3,2,3,1,1,2,3,5,2,3,2,2,1,5,3,2
Nama_8480,NIM_8720798,1,5,2,2,1,2,2,4,3,4,2,5,1,1,5,3,3,5,3,2,3,4,4,3,3,3,2,1,1,3,1,5,2,3,4,1,1,5,5,1
Nama_1711,NIM_8631762,3,5,1,3,1,3,1,3,1,4,4,4,4,3,5,4,3,4,1,2,4,4,4,2,2,2,5,4,2,4,3,5,3,4,3,3,1,4,4,4
Nama_8289,NIM_9268323,2,2,3,2,3,2,1,3,3,4,2,3,2,2,3,3,2,3,2,3,1,4,4,3,4,2,3,1,4,4,1,5,2,3,1,1,2,5,3,2
Nama_5448,NIM_9715653,1,2,1,1,2,5,1,1,3,5,3,5,3,2,5,3,2,4,1,1,2,1,3,1,3,3,3,3,1,3,3,4,3,2,1,4,2,5,5,3
Nama_9976,NIM_2228411,1,5,1,4,2,3,3,3,3,3,2,4,4,3,5,2,2,2,2,1,3,3,2,3,4,1,2,1,3,4,3,4,3,3,4,2,2,5,3,2
Nama_9750,NIM_9117494,4,4,1,2,1,2,3,4,3,4,3,4,2,3,5,4,3,2,1,1,4,4,3,2,3,3,2,2,1,2,2,5,2,2,2,2,1,5,5,3
Nama_6712,NIM_2147524,3,5,2,4,2,2,2,2,3,4,1,2,3,1,3,4,2,3,3,2,3,4,5,2,3,2,1,2,4,4,2,4,3,2,3,5,2,4,2,4
Nama_5106,NIM_2528676,2,2,1,4,2,3,1,4,1,2,1,4,1,4,4,3,3,3,4,2,3,4,2,1,5,3,4,1,4,5,1,5,3,4,5,3,1,5,2,4
Nama_5323,NIM_7362876,1,4,1,2,1,2,1,3,2,4,2,5,2,2,5,4,4,4,3,2,2,3,5,3,2,4,1,2,3,2,1,5,3,2,2,3,2,4,4,4
Nama_3734,NIM_2497220,2,5,2,2,1,4,2,4,4,3,1,5,1,4,5,3,2,3,3,1,3,5,3,3,4,2,2,1,4,3,2,5,2,3,3,2,2,5,3,2
Nama_9673,NIM_7825596,2,5,1,3,1,4,3,2,4,2,2,3,3,4,4,3,2,5,4,3,2,1,2,2,2,3,2,1,3,3,1,5,4,4,3,4,1,4,3,3
Nama_6122,NIM_1803566,2,5,1,2,1,3,1,5,3,2,2,4,2,3,5,5,3,3,3,2,3,4,4,3,2,2,4,2,4,5,1,5,3,4,2,3,1,5,4,2
Nama_9476,NIM_6115196,1,4,1,2,1,3,1,3,2,4,4,5,2,2,5,2,2,4,1,1,3,4,2,1,3,3,2,2,3,4,2,5,2,2,3,1,1,3,3,3
Nama_1603,NIM_8606819,1,4,2,1,2,3,1,5,1,4,2,5,3,2,5,2,3,4,3,2,1,3,3,4,3,1,3,1,2,2,1,4,2,1,4,4,1,3,3,3
Nama_5269,NIM_2836783,2,4,2,4,1,3,1,4,4,4,2,5,3,2,4,5,2,3,3,2,1,3,2,2,4,2,4,1,3,5,3,5,3,2,3,2,2,5,4,2
Nama_8496,NIM_7369057,3,5,1,3,1,4,2,3,2,4,2,5,3,3,5,4,3,3,1,4,2,2,3,3,4,1,1,3,4,5,1,3,3,3,3,3,1,5,4,2
Nama_4654,NIM_6897699,1,4,4,3,1,2,1,3,4,4,1,4,3,1,4,3,2,4,3,1,2,3,3,2,3,3,1,3,3,2,3,5,2,3,3,1,3,3,4,4
Nama_8915,NIM_9283591,2,4,2,2,1,1,2,1,5,4,2,5,3,2,4,2,2,3,2,1,3,3,2,3,4,1,2,2,1,3,1,5,4,2,3,2,1,5,4,2
Nama_4890,NIM_6074838,2,5,2,1,3,2,2,3,2,5,1,4,3,2,5,3,1,2,3,3,3,2,3,4,3,2,4,1,3,3,2,5,3,1,4,4,2,5,3,2
Nama_6352,NIM_2796666,1,5,2,1,2,1,1,4,1,2,1,4,2,1,5,3,3,4,4,1,2,4,1,2,2,3,4,1,2,5,1,4,3,3,3,2,3,5,3,3
Nama_9854,NIM_4646330,1,5,2,2,4,4,1,3,2,3,3,4,2,3,5,4,3,5,2,1,2,3,3,3,4,1,3,1,2,3,1,4,4,1,3,3,2,5,4,3
Nama_1887,NIM_1241368,2,5,3,4,3,3,1,4,4,3,2,5,1,3,4,3,2,2,2,2,2,4,2,1,1,3,3,2,1,5,2,5,4,3,2,2,2,4,4,3
Nama_6109,NIM_4210104,2,4,1,2,1,1,3,3,4,4,2,5,4,3,4,4,4,4,3,3,4,3,5,2,5,4,3,3,4,4,2,5,2,4,1,2,2,4,5,1
Nama_8014,NIM_2045001,1,5,3,3,1,5,1,3,3,3,4,2,3,1,4,3,2,3,3,3,2,5,4,2,3,3,2,2,2,3,1,5,1,1,2,1,2,4,4,3
Nama_7523,NIM_5383744,1,4,1,2,2,2,1,5,2,3,3,5,2,2,5,4,2,4,4,3,4,4,3,2,3,3,3,1,2,4,1,5,3,2,2,2,2,5,4,3
Nama_8738,NIM_9817276,1,5,2,1,2,3,2,4,4,4,3,5,2,2,5,5,3,4,1,2,2,5,3,1,4,2,2,2,4,5,2,4,1,4,5,1,2,5,2,3
Nama_3701,NIM_2263080,1,4,3,1,1,2,2,3,4,3,2,5,4,3,5,4,3,5,1,1,2,5,2,1,3,4,4,1,2,4,1,5,3,5,2,2,2,4,3,1
Nama_2356,NIM_1283535,1,3,1,2,1,2,1,5,3,4,1,4,1,3,4,4,3,3,2,1,2,2,2,1,4,3,2,1,3,5,2,4,3,1,3,2,3,3,3,1
Nama_7595,NIM_2680376,1,5,2,2,1,2,2,4,3,3,4,5,3,1,2,3,1,5,3,1,3,2,5,4,3,2,2,2,2,4,2,3,4,3,2,2,2,5,2,2
Nama_7875,NIM_9401291,1,4,1,3,1,2,1,4,2,4,2,2,3,1,5,3,2,5,3,2,3,2,5,2,3,2,1,1,2,4,2,5,4,2,2,2,1,5,2,2
Nama_1594,NIM_2459757,1,5,1,3,1,2,2,3,3,4,2,4,3,4,5,4,4,2,2,1,3,4,2,2,4,1,2,2,4,3,2,5,2,3,2,3,1,4,3,2
Nama_8076,NIM_5638159,2,5,1,2,2,1,1,4,3,4,2,4,3,3,5,2,1,3,2,2,2,3,4,2,4,2,3,4,4,2,2,5,4,1,3,2,1,5,2,3
Nama_7135,NIM_6417053,1,4,2,4,3,2,1,4,4,4,4,5,3,3,5,4,3,4,1,1,2,3,4,5,3,2,2,2,2,3,2,3,2,4,2,1,3,4,3,3
Nama_2172,NIM_5421047,1,5,2,2,2,2,4,3,2,1,3,5,3,3,5,4,2,2,2,2,2,4,5,2,3,2,3,2,4,4,2,3,3,2,1,1,1,5,2,2
Nama_1589,NIM_9750156,1,3,2,3,1,4,1,4,2,4,3,4,4,2,4,4,1,4,3,1,2,2,5,1,2,4,5,1,3,4,1,4,2,4,4,2,2,4,1,3
Nama_7800,NIM_7426048,1,5,2,4,2,1,2,4,4,5,4,4,1,3,4,2,2,3,3,1,2,3,4,2,3,4,2,2,1,5,3,5,2,1,5,2,1,4,4,1
Nama_9129,NIM_1975954,1,4,1,1,1,4,2,2,2,3,2,4,2,2,4,4,2,2,4,1,2,2,2,2,4,4,2,2,2,4,2,4,2,1,2,3,2,4,2,2
Nama_2460,NIM_7176463,2,5,1,2,1,3,2,3,3,5,2,5,3,1,5,5,3,2,2,1,2,4,5,1,3,5,2,1,3,2,1,5,1,2,1,4,1,4,3,1
Nama_7506,NIM_9163828,2,5,1,2,1,2,2,4,3,5,3,5,2,1,5,4,2,4,1,1,2,4,3,1,2,2,3,1,2,2,2,5,5,2,1,2,1,4,3,2
Nama_4614,NIM_6864673,2,4,1,1,2,3,2,5,3,2,1,5,3,4,5,2,1,3,4,3,2,3,2,1,5,3,2,3,3,4,2,3,3,3,3,1,3,3,3,3
Nama_6897,NIM_6898848,2,5,2,3,3,4,2,4,2,2,1,5,4,3,4,3,3,5,3,2,4,4,4,3,4,2,2,1,3,5,2,5,3,3,3,2,2,5,5,3
Nama_6323,NIM_1464409,3,5,1,1,2,1,2,5,3,3,2,5,1,3,5,5,1,5,3,2,3,3,2,1,4,1,3,2,2,5,1,5,2,2,4,2,1,3,3,2
Nama_4575,NIM_1701465,1,5,1,2,1,2,2,4,2,3,2,5,3,3,5,4,3,3,3,2,2,3,5,4,3,3,3,2,2,5,1,5,3,3,2,3,3,5,4,1
Nama_9898,NIM_2865750,2,5,2,3,2,3,3,3,3,3,4,3,2,2,5,3,5,5,2,1,2,4,2,4,5,3,2,1,1,3,2,5,2,4,3,1,1,4,5,3
Nama_5095,NIM_1459421,1,5,1,2,1,4,1,4,3,5,2,5,2,2,5,4,3,4,3,2,2,4,2,1,5,2,3,1,2,3,1,4,3,2,3,2,3,5,4,4
Nama_4512,NIM_9917689,1,4,1,2,3,3,1,5,1,3,4,5,4,3,5,4,2,5,3,1,2,5,3,3,4,2,2,2,2,5,2,3,3,3,4,1,4,4,4,3
Nama_2752,NIM_5779961,2,5,1,3,3,1,1,5,1,4,2,3,2,3,5,5,2,4,4,2,2,5,5,3,3,2,1,2,4,2,2,4,4,3,4,3,2,3,4,2
Nama_8270,NIM_5673219,2,4,3,4,2,3,1,5,2,4,4,4,2,1,3,4,3,4,2,2,4,5,2,2,4,2,2,3,2,3,2,4,2,1,3,3,4,5,5,3
Nama_1502,NIM_1741479,2,5,1,4,2,1,1,3,3,4,3,5,2,3,5,4,1,4,2,1,3,3,4,2,5,2,2,2,2,5,3,4,3,3,1,4,1,4,4,2
Nama_9472,NIM_1626043,2,4,2,3,2,3,1,2,2,3,3,2,4,4,5,3,1,3,3,2,4,3,3,4,3,2,3,3,2,2,4,4,3,3,2,2,1,5,2,3
Nama_6609,NIM_9602751,2,5,2,3,1,3,1,3,2,3,3,4,4,1,5,5,1,3,2,2,2,4,4,2,4,3,3,3,2,5,3,4,3,1,2,2,2,3,3,2
Nama_2255,NIM_1621974,1,4,2,2,2,1,3,3,3,2,2,5,3,1,5,3,1,4,1,2,1,3,5,3,4,3,4,1,5,4,1,4,2,4,3,4,3,5,3,3
Nama_6657,NIM_5985313,1,5,1,1,2,2,2,4,2,3,2,5,3,3,5,4,3,4,3,2,4,4,5,1,5,2,1,1,3,4,3,4,4,4,3,2,4,5,4,1
Nama_4253,NIM_8968589,3,5,2,2,1,2,1,2,2,4,3,5,2,1,5,5,3,4,3,1,4,4,3,1,4,2,2,2,2,4,2,5,2,2,4,4,1,5,3,2
Nama_2317,NIM_1809278,1,5,1,3,2,1,3,3,4,4,4,5,4,2,5,3,3,4,5,3,2,4,2,4,1,2,5,2,3,2,3,4,2,4,2,1,1,5,3,4
Nama_9813,NIM_1142477,4,5,2,2,3,4,2,3,3,4,3,4,3,2,5,4,1,4,3,1,2,2,3,2,4,3,1,1,3,4,1,3,2,1,4,3,2,4,4,3
Nama_7903,NIM_5033323,3,4,2,2,1,3,2,4,4,3,1,3,2,1,4,2,2,5,2,3,3,3,3,1,3,1,3,1,2,3,2,4,2,3,4,3,4,4,1,3
Nama_9053,NIM_6954669,1,4,2,3,1,2,2,4,3,5,4,3,3,2,5,3,1,5,4,1,4,2,3,1,4,3,2,1,3,4,2,3,3,3,1,4,1,4,3,2
Nama_5737,NIM_5057375,1,4,2,3,1,3,3,3,2,3,2,2,2,5,4,2,3,3,3,2,2,4,5,2,5,3,3,2,2,5,2,4,1,3,1,2,1,5,4,3
Nama_4530,NIM_4011239,1,5,2,2,2,2,3,2,1,2,3,4,3,3,5,5,4,3,3,3,4,3,5,2,2,1,2,1,3,5,1,5,4,3,1,2,1,5,5,1
Nama_7926,NIM_4416119,3,5,2,2,2,2,2,4,3,3,3,2,4,2,3,2,3,2,3,1,3,3,2,3,3,3,2,2,2,3,2,5,2,3,1,2,1,4,4,3
Nama_9377,NIM_2766449,1,5,1,2,2,1,2,4,3,3,4,5,2,1,4,4,3,1,2,2,4,5,3,3,2,1,2,3,3,3,2,5,1,2,2,3,1,5,3,3
Nama_5952,NIM_1193680,1,5,1,3,4,4,1,5,3,3,3,5,2,1,4,4,2,4,2,1,3,4,4,1,2,3,2,2,2,2,1,4,3,3,3,3,1,5,3,2
Nama_3552,NIM_2580110,1,5,1,3,2,4,1,3,3,2,3,5,4,3,4,5,2,2,2,1,1,4,2,2,2,3,2,2,3,2,2,4,1,3,4,2,1,5,5,1
Nama_4792,NIM_8706303,4,4,1,3,2,2,2,3,3,3,4,5,4,3,3,2,5,1,2,1,3,2,4,3,4,2,1,3,4,4,2,5,3,2,3,4,1,5,4,1
Nama_9358,NIM_2904087,1,5,2,3,1,3,1,3,1,4,1,3,3,2,5,3,2,5,2,2,2,4,3,3,4,2,3,1,4,2,1,4,3,4,4,1,1,3,2,2
Nama_5382,NIM_9705293,1,3,2,2,4,3,2,4,1,4,1,5,1,1,5,4,4,5,2,1,3,2,3,2,5,3,2,1,1,5,1,5,4,3,3,2,3,5,3,2
Nama_3198,NIM_7517059,1,5,1,3,2,1,2,4,3,2,3,3,3,3,4,4,2,3,4,3,1,3,3,3,3,4,4,3,5,2,1,4,2,4,3,1,4,3,3,3
Nama_9767,NIM_1695462,1,3,4,3,1,2,1,5,3,3,4,1,2,2,4,4,1,4,1,1,2,4,4,2,4,4,4,1,1,4,1,3,3,3,2,4,1,5,2,3
Nama_4872,NIM_3859180,1,4,2,2,1,2,3,3,2,4,2,4,1,2,4,2,2,4,1,1,5,3,5,2,3,3,4,1,1,2,1,5,3,4,1,1,1,5,3,3
Nama_9197,NIM_1731103,2,5,1,5,3,1,1,4,1,3,3,5,2,4,4,4,2,4,1,1,3,5,4,1,4,2,3,1,2,3,1,5,3,1,4,3,1,2,5,2
Nama_2430,NIM_8171155,2,4,1,2,2,3,2,2,1,4,3,4,1,2,5,4,4,4,2,2,3,5,5,1,3,2,3,1,1,5,1,4,4,1,1,3,2,4,4,4
Nama_4632,NIM_6553764,2,5,1,2,1,3,3,3,3,3,2,4,2,3,5,3,3,3,3,4,2,2,4,3,4,4,2,1,3,5,2,4,3,3,1,2,1,5,5,2
Nama_6192,NIM_4778433,1,5,1,3,5,2,3,3,3,5,3,5,1,3,5,3,2,2,3,1,2,4,3,3,3,3,2,1,2,3,1,5,4,1,3,4,2,5,4,3
Nama_4092,NIM_9191299,2,4,1,1,1,3,1,3,3,3,4,5,2,2,5,3,4,3,3,1,2,2,2,2,4,4,2,2,3,3,1,5,3,5,3,2,3,5,3,3
Nama_9779,NIM_1309199,1,4,2,2,1,3,1,3,2,2,2,2,5,2,5,1,2,4,1,2,3,3,3,2,1,3,1,1,4,3,2,3,1,3,3,4,4,4,4,4
Nama_4738,NIM_2430060,1,3,1,1,3,2,1,5,2,4,2,5,2,2,4,4,3,4,2,1,2,4,5,2,4,1,2,1,2,5,2,4,2,1,2,3,1,5,1,1
Nama_2213,NIM_2637577,1,4,1,3,2,2,1,3,3,3,1,5,3,1,3,2,1,4,3,1,3,5,3,4,3,2,3,3,3,3,1,4,4,2,3,4,2,5,5,1
Nama_4543,NIM_5985496,3,5,2,2,1,3,1,3,3,3,3,4,4,4,5,3,2,4,2,3,2,4,4,3,3,4,3,1,1,2,1,4,1,2,3,3,1,5,5,1
Nama_1738,NIM_3268913,1,4,1,3,1,2,2,3,3,3,3,5,1,2,4,3,3,4,2,1,2,2,2,3,5,2,2,1,4,3,1,5,3,4,2,2,1,4,2,2
Nama_7080,NIM_6527775,2,5,2,2,1,4,1,5,3,3,3,3,1,3,4,5,1,5,4,2,2,4,4,3,4,3,2,3,4,5,2,4,4,2,1,2,2,5,3,2
Nama_9293,NIM_5499598,1,4,1,2,1,3,3,5,3,4,2,3,4,2,5,3,3,5,2,2,2,4,2,2,3,4,2,1,4,4,3,5,3,2,2,3,1,4,4,1
Nama_1437,NIM_8264305,2,4,2,1,1,2,2,3,3,4,4,4,2,3,5,1,2,4,2,3,3,3,5,2,4,2,4,1,2,2,1,5,2,2,2,4,1,3,3,4
Nama_4246,NIM_6956475,2,5,1,2,2,3,3,4,3,4,4,2,4,3,2,4,2,4,5,1,3,4,3,1,4,1,2,1,3,2,1,5,5,1,3,3,2,4,5,3
Nama_1102,NIM_4017412,2,5,3,3,1,3,2,4,2,4,4,3,3,2,5,4,2,3,4,1,3,4,3,3,2,3,2,1,4,3,1,4,3,1,2,3,3,5,3,2
Nama_1761,NIM_1444376,1,5,3,1,2,5,1,4,2,4,1,5,5,3,4,2,3,3,1,1,1,3,5,4,4,2,3,1,4,2,1,3,3,2,2,1,1,5,2,2
Nama_3196,NIM_7971780,1,4,1,2,1,2,2,5,1,4,4,5,4,3,5,2,1,2,4,1,3,4,3,2,5,2,3,1,2,5,2,4,4,4,5,3,1,4,3,3
Nama_1452,NIM_2177719,1,3,1,3,1,2,3,4,1,5,3,4,3,2,4,3,4,2,3,1,2,2,5,3,2,3,1,2,1,1,2,5,4,2,3,2,2,4,4,3
Nama_1610,NIM_1783673,2,5,2,1,1,3,3,3,2,1,2,4,2,4,5,3,3,5,1,1,1,3,4,2,5,3,2,1,1,3,3,4,3,2,1,3,1,4,3,2
Nama_3037,NIM_8865061,2,4,2,3,1,3,1,4,1,5,2,5,3,2,4,4,4,4,2,3,4,3,4,3,5,3,3,3,3,4,2,4,1,1,1,3,2,3,3,2
Nama_4188,NIM_2064319,3,3,1,2,2,4,1,4,1,4,3,5,3,4,5,4,4,5,5,1,1,4,5,3,4,3,2,1,1,2,1,5,2,1,2,2,2,5,3,2
Nama_2654,NIM_1940621,2,3,2,3,2,2,2,4,3,4,5,5,4,2,5,3,2,3,1,1,2,3,3,4,3,1,4,1,2,3,2,4,2,2,3,2,1,5,3,3
Nama_6442,NIM_8142681,1,4,1,4,2,1,4,3,2,4,4,5,3,3,4,4,4,5,3,3,3,3,4,1,3,4,2,2,2,2,2,5,4,1,3,3,1,5,2,1
Nama_5688,NIM_6592997,2,4,3,3,1,3,1,4,4,3,1,5,2,5,4,3,3,2,3,3,2,2,3,1,3,4,2,2,1,5,3,4,1,2,3,4,1,5,4,1
Nama_2817,NIM_6462623,2,5,1,2,3,2,2,3,4,2,3,5,2,2,5,4,2,2,4,1,3,4,4,1,3,2,2,2,3,4,1,5,2,3,3,3,3,4,4,3
Nama_7918,NIM_2634653,1,5,1,1,1,2,3,3,2,5,2,3,5,2,3,5,2,3,3,1,2,4,3,2,3,4,2,2,3,3,1,5,4,2,1,2,2,4,5,4
Nama_7934,NIM_2151397,1,4,3,2,2,2,1,4,2,4,4,5,4,1,5,4,3,3,3,1,3,3,4,1,3,2,3,1,3,3,3,5,2,4,3,3,1,5,5,3
Nama_2415,NIM_9845984,1,5,3,3,1,2,1,5,2,4,3,4,2,3,5,3,2,1,4,3,4,5,4,3,3,3,3,3,3,4,1,5,2,3,4,3,2,3,2,1
Nama_7007,NIM_2317948,2,5,1,3,1,1,3,4,4,4,3,5,4,2,3,3,4,4,1,1,4,3,4,4,4,1,3,2,3,3,2,5,4,2,2,1,3,2,2,3
Nama_8049,NIM_2336034,2,4,4,2,1,2,1,4,2,4,3,5,1,3,4,5,3,4,3,1,5,3,3,1,2,2,2,1,1,5,1,4,3,2,2,3,2,3,4,2
Nama_4227,NIM_9071494,1,5,2,4,2,3,3,3,2,3,2,3,5,2,5,3,4,4,4,1,3,4,4,3,4,1,3,3,2,3,2,5,2,3,2,3,1,5,4,2
Nama_1092,NIM_2392661,1,5,4,4,1,3,2,2,2,4,2,5,1,1,5,4,2,5,3,3,1,3,5,3,3,2,3,1,1,4,2,5,2,2,2,2,2,4,3,2
Nama_3377,NIM_2420977,2,5,3,2,3,1,2,2,1,3,1,4,5,2,3,4,3,5,2,1,2,3,2,2,3,2,1,2,4,4,3,5,1,3,2,1,1,5,3,4
Nama_9622,NIM_8209496,2,4,1,5,1,3,2,2,1,4,1,5,1,2,5,1,3,4,2,1,2,3,5,2,3,2,3,2,3,4,1,5,3,2,3,2,1,5,2,3
Nama_7543,NIM_3376048,2,4,1,3,2,4,1,4,3,4,2,5,4,3,4,3,3,3,4,1,4,3,3,3,3,2,2,1,3,5,2,5,1,1,3,1,1,5,3,2
Nama_5783,NIM_8145997,1,5,1,3,1,4,2,5,3,3,3,4,2,1,5,1,4,2,3,1,1,5,1,3,4,4,3,2,3,4,2,4,2,3,2,5,1,3,3,2
Nama_4233,NIM_1576626,2,5,2,4,1,2,2,2,4,5,4,4,3,3,4,4,3,1,2,3,3,2,2,3,3,3,3,2,3,3,3,4,1,1,2,4,2,3,3,3
